office,won,votes
State Assembly,hoover-j,undefined}
State Assembly,tangipa-d,undefined}
State Assembly,flora-h,undefined}
State Assembly,nguyen-s,undefined}
State Assembly,wilson-l,undefined}
State Assembly,connolly-d,undefined}
State Assembly,ransom-r,undefined}
State Assembly,wicks-b,undefined}
State Assembly,avila_farias-a,undefined}
State Assembly,bauerkahan-r,undefined}
State Assembly,haney-m,undefined}
State Assembly,bonta-m,undefined}
State Assembly,stefani-c,undefined}
State Assembly,ortega-l,undefined}
State Assembly,papan-d,undefined}
State Assembly,alanis-j,undefined}
State Assembly,berman-m,undefined}
State Assembly,lee-a,undefined}
State Assembly,kalra-a,undefined}
State Assembly,ahrens-p,undefined}
State Assembly,soria-e,undefined}
State Assembly,pellerin-g,undefined}
State Assembly,rivas-r,undefined}
State Assembly,addis-d,undefined}
State Assembly,arambula-j,undefined}
State Assembly,fong-v,undefined}
State Assembly,macedo-a,undefined}
State Assembly,lackey-t,undefined}
State Assembly,bains-j,undefined}
State Assembly,,undefined}
State Assembly,hart-g,undefined}
State Assembly,bennett-s,undefined}
State Assembly,carrillo_ventura-j,undefined}
State Assembly,schiavo-p,undefined}
State Assembly,harabedian-j,undefined}
State Assembly,irwin-j,undefined}
State Assembly,rodriguez-c,undefined}
State Assembly,schultz-n,undefined}
State Assembly,ramos-j,undefined}
State Assembly,gabriel-j,undefined}
State Assembly,,undefined}
State Assembly,rubio-b,undefined}
State Assembly,fong-m,undefined}
State Assembly,garcia-r,undefined}
State Assembly,zbur-r,undefined}
State Assembly,caloza-j,undefined}
State Assembly,rodriguez-m,undefined}
State Assembly,gonzalez-m,undefined}
State Assembly,bryan-i,undefined}
State Assembly,calderon-l,undefined}
State Assembly,elhawary-s,undefined}
State Assembly,,undefined}
State Assembly,chen-p,undefined}
State Assembly,jackson-c,undefined}
State Assembly,mckinnor-t,undefined}
State Assembly,solache-j,undefined}
State Assembly,essayli-b,undefined}
State Assembly,pacheco-b,undefined}
State Assembly,gipson-m,undefined}
State Assembly,muratsuchi-a,undefined}
State Assembly,quirksilva-s,undefined}
State Assembly,valencia-a,undefined}
State Assembly,lowenthal-j,undefined}
State Assembly,ta-t,undefined}
State Assembly,sanchez-k,undefined}
State Assembly,dixon-d,undefined}
State Assembly,petrienorris-c,undefined}
State Assembly,,undefined}
State Assembly,demaio-c,undefined}
State Assembly,patel-d,undefined}
State Assembly,boerner-t,undefined}
State Assembly,ward-c,undefined}
State Assembly,sharpcollins-l,undefined}
State Assembly,alvarez-d,undefined}
Proposition,yes,undefined}
Proposition,yes,undefined}
Proposition,yes,undefined}
Proposition,no,undefined}
Proposition,no,undefined}
Proposition,no,undefined}
Proposition,no,undefined}
Proposition,yes,undefined}
Proposition,yes,undefined}
Proposition,yes,undefined}
Question,yes,undefined}
Question,yes,undefined}
District Attorney,hochman-n,undefined}
Mayor,lurie-d,undefined}
